Name,Website,Country,Publisher,Language,Year_Start,panels,Level
International labor and working-class history,http://journals.cambridge.org/action/displayJournal?jid=ILW,UNITED KINGDOM,Cambridge University Press,English,1976.0,23,2
International marketing review,http://www.emeraldinsight.com/products/journals/journals.htm?id=imr,UNITED KINGDOM,Emerald Publishing,English,1983.0,16,2
International materials reviews,http://www.maneyonline.com/index.php/journals/imr/,UNITED KINGDOM,Taylor & Francis,English,1987.0,10,2
International mathematics research notices,http://imrn.oxfordjournals.org,UNITED STATES,Oxford University Press,English,1991.0,1,2
International migration review,http://www.wiley.com/bw/journal.asp?ref=0197-9183,UNITED STATES,SAGE,English,1966.0,17,2
International nursing review,http://ca.wiley.com/WileyCDA/WileyTitle/productCd-INR.html,UNITED KINGDOM,Wiley-Blackwell,English,1954.0,14,2
International organization,http://journals.cambridge.org/action/displayJournal?jid=INO,UNITED STATES,MIT Press,English,1947.0,19,3
International political science review,http://ips.sagepub.com/,UNITED KINGDOM,SAGE,English,1980.0,19,2
International political sociology,http://ca.wiley.com/WileyCDA/WileyTitle/productCd-IPS.html,UNITED STATES,Oxford University Press,English,2007.0,19,2
International public management journal,http://www.tandfonline.com/loi/upmj20,UNITED STATES,Taylor & Francis,English,1998.0,19,2
International review of administrative sciences,http://ras.sagepub.com/,UNITED KINGDOM,SAGE,English,1957.0,19,2
International review of law and economics,http://www.elsevier.com/locate/irle,UNITED STATES,Elsevier,English,1981.0,19,3
International review of social history,http://journals.cambridge.org/action/displayJournal?jid=ISH,UNITED KINGDOM,Cambridge University Press,English,1956.0,23,3
International security,http://www.mitpressjournals.org/loi/isec,UNITED STATES,MIT Press,English,1976.0,19,3
International Semantic Web Conference,http://iswc2012.semanticweb.org/,,,,,2,2
International small business journal,http://isb.sagepub.com/,UNITED KINGDOM,SAGE,English,1983.0,16,2
International social work,http://isw.sagepub.com/,UNITED KINGDOM,SAGE,English,1958.0,17,2
International sociology,http://iss.sagepub.com/,UNITED KINGDOM,SAGE,English,1986.0,17,2
International studies in the philosophy of science,http://www.tandfonline.com/loi/cisp20,UNITED KINGDOM,Routledge,English,1986.0,20,2
International studies quarterly,http://www.wiley.com/bw/journal.asp?ref=0020-8833,UNITED STATES,Oxford University Press,English,1967.0,19,3
International Symposium on Empirical Software Engineering and Measurement,http://dl.acm.org/event.cfm?id=RE242,UNITED STATES,IEEE Computer Society Press,English,2007.0,2,2
International symposium on software testing and analysis,https://conf.researchr.org/home/issta-2022,,Association for Computing Machinery,,,2,2
Symposium on Theoretical Aspects of Computer Science,http://www.stacs-conf.org/,,,,,2,2
International tax and public finance,http://www.springer.com/economics/public+finance/journal/10797,UNITED STATES,Springer Nature,English,1992.0,16,2
International World Wide Web Conference,https://dl.acm.org/conference/webconf,UNITED STATES,IW3C2,English,1995.0,2,3
Internationales Archiv für Sozialgeschichte der deutschen Literatur,http://www.iaslonline.de,GERMANY,De Gruyter,Multiple languages,1976.0,22,3
Internet and higher education,https://www.sciencedirect.com/journal/the-internet-and-higher-education,UNITED STATES,Elsevier,English,1998.0,18,3
Internet research,http://www.emeraldinsight.com/products/journals/journals.htm?id=intr,UNITED KINGDOM,Emerald Publishing,English,1993.0,2,2
Interpreter and translator trainer,http://www.stjerome.co.uk/page.php?id=454&amp;doctype=Periodicals&amp;section=1&amp;msg=Periodicals&amp;finds=0&amp;string=,UNITED KINGDOM,Taylor & Francis,English,2007.0,21,2
Interpreting,http://benjamins.com/catalog/intp,NETHERLANDS,John Benjamins Publishing Company,English,1996.0,21,2
Intersections,http://www.brill.nl/publications/intersections,NETHERLANDS,Brill,English,2001.0,23,2
Intertax: international tax review,http://www.kluwerlawonline.com/productinfo.php?pubcode=TAXI,NETHERLANDS,Wolters Kluwer,English,1973.0,19,2
Interventions: international journal of postcolonial studies,http://www.tandfonline.com/loi/riij20,UNITED KINGDOM,Routledge,English,1998.0,23,2
Inventiones mathematicae,http://www.springer.com/mathematics/journal/222,GERMANY,Springer Nature,English,1966.0,1,3
Inverse problems,http://iopscience.iop.org/0266-5611/,UNITED KINGDOM,Institute of Physics Publishing,English,1985.0,1,3
Inverse problems and imaging,http://aimsciences.org/journals/home.jsp?journalID=11,UNITED STATES,American Institute of Mathematical Sciences,English,2007.0,1,2
Investigacion de historia economica,http://www.elsevier.com/locate/ihe/,SPAIN,Elsevier,Multiple languages,2005.0,23,2
Investigative ophthalmology and visual science,http://www.iovs.org,UNITED STATES,Association for Research in Vision and Ophthalmology,English,1977.0,13,2
Investigative radiology,http://www.investigativeradiology.com/,UNITED STATES,Lippincott,English,1966.0,13,3
Iran: journal of the british institute of persian studies,http://www.bips.ac.uk/journal/,UNITED KINGDOM,Taylor & Francis,English,1963.0,23,2
Isa transactions,http://www.elsevier.com/wps/find/journaldescription.cws_home/524244/description#description,UNITED STATES,Elsevier,English,1962.0,9,2
Isis,http://www.journals.uchicago.edu/toc/isis/current,UNITED STATES,University of Chicago Press,English,1913.0,20,3
Islam and christian-muslim relations,http://www.tandfonline.com/loi/cicm20,UNITED KINGDOM,Routledge,English,1990.0,20,2
Islamic history and civilization,http://www.brill.nl/publications/islamic-history-and-civilization,NETHERLANDS,Brill,English,1994.0,23,2
Islamic law and society,http://www.brill.nl/islamic-law-and-society,NETHERLANDS,Brill,Miscellaneous languages,1994.0,17,2
"Islamic philosophy, theology and science",http://www.brill.nl/publications/islamic-philosophy-theology-and-science-texts-and-studies,NETHERLANDS,Brill,English,1984.0,20,2
Islam: zeitschrift fur geschichte und kultur des islamischen orients,http://www.degruyter.de/journals/islam/detailEn.cfm,GERMANY,De Gruyter,Multiple languages,1910.0,20,3
Isme journal,http://www.nature.com/ismej/index.html,UNITED KINGDOM,Springer Nature,English,2007.0,6,3
Isprs journal of photogrammetry and remote sensing,http://www.elsevier.com/locate/isprsjprs,NETHERLANDS,Elsevier,English,1989.0,5,2
Israel exploration journal,http://israelexplorationsociety.huji.ac.il/ies.html,ISRAEL,Israel Exploration Society,English,1951.0,23,2
Israel journal of mathematics,http://www.springer.com/math/journal/11856,ISRAEL,Springer Nature,English,1963.0,1,2
Italian studies,http://www.maneyonline.com/index.php/journals/its/,UNITED KINGDOM,Taylor & Francis,English,1937.0,22,3
Italianist,http://www.maneyonline.com/index.php/journals/ita/,UNITED KINGDOM,Taylor & Francis,English,1981.0,22,2
Italianistica,http://www.libraweb.net/riviste.php?chiave=13,ITALY,Istituti Editoriali e Poligrafici Internazionali,Italian,1972.0,22,2
JACC : cardiovascular imaging,http://www.elsevier.com/wps/find/journaldescription.cws_home/712784/description#description,NETHERLANDS,American College of Cardiology Foundation,English,2008.0,13,3
JACC : cardiovascular interventions,http://www.elsevier.com/wps/find/journaldescription.cws_home/712786/description#description,NETHERLANDS,American College of Cardiology Foundation,English,2008.0,12,2
Jahrbuch der osterreichischen byzantinistik,http://hw.oeaw.ac.at/0378-8660,AUSTRIA,Österreichische Akademie der Wissenschaften,German,1969.0,22,2
Jahrbuch des deutschen archaeologischen instituts,http://www.degruyter.com/view/serial/16028?rskey=4tFs1u&amp;onlyResultQuery=0070-4415,GERMANY,De Gruyter,German,1918.0,23,2
Jahrbuch deutsch als fremdsprache,http://www.iudicium.de/katalog/0342-6300.htm,GERMANY,Iudicium-Verlag,German,1975.0,21,2
Jahrbuch fur wirtschaftsgeschichte,http://www.degruyter.com/view/j/jbwg,GERMANY,De Gruyter,Multiple languages,1960.0,23,2
Jahrbücher für Geschichte Osteuropas,http://www.steiner-verlag.de/JGO,GERMANY,Steiner,Multiple languages,1936.0,23,3
Jahreshefte des osterreichischen archaologischen institutes in wien,http://hw.oeaw.ac.at/oeai_collection,AUSTRIA,Österreichisches Archäologisches Institut,German,1946.0,23,2
JAMA : Journal of the American Medical Association,http://jama.jamanetwork.com/journal.aspx,UNITED STATES,American Medical Association,English,1960.0,12,3
Japanese journal of religious studies,http://nirc.nanzan-u.ac.jp/en/publications/jjrs/,JAPAN,Nanzan Institute of Religion and Culture,English,1974.0,20,2
Jaro: journal of the association for research in otolaryngology,http://www.springer.com/medicine/otorhinolaryngology/journal/10162,UNITED STATES,Springer Nature,English,2000.0,13,2
Javma: journal of the american veterinary medical association,http://www.avma.org/publications/javma/javma_ifr.asp,UNITED STATES,American Veterinary Medical Association,English,1915.0,15,2
Jcms: journal of common market studies,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JCMS.html,UNITED KINGDOM,Wiley-Blackwell,English,1962.0,19,2
Jewish and christian perspectives series,http://www.brill.nl/publications/jewish-and-christian-perspectives-series,NETHERLANDS,Brill,English,1998.0,20,2
Jewish history,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0334-701X,NETHERLANDS,Springer Nature,English,1986.0,23,2
Journal d analyse mathematique,http://www.springer.com/math/analysis/journal/11854,ISRAEL,Springer Nature,French,1951.0,1,2
Journal de mathematiques pures et appliquees,http://www.elsevier.com/locate/matpur,FRANCE,Elsevier,Miscellaneous languages,1836.0,1,3
Jar: journal for artistic research,http://www.jar-online.net/,SWITZERLAND,Society for Artistic Research,English,2010.0,22,2
Journal for cultural research,http://www.tandfonline.com/loi/rcuv20,UNITED KINGDOM,Routledge,English,2003.0,23,2
Journal for eighteenth-century studies,http://www.blackwellpublishing.com/journal.asp?ref=1754-0194,UNITED KINGDOM,Wiley-Blackwell,English,2008.0,23,2
Journal for research in mathematics education,http://www.nctm.org/eresources/journal_home.asp?journal_id=1,UNITED STATES,National Council of Teachers of Mathematics,English,1970.0,18,3
Journal for the scientific study of religion,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5906,UNITED STATES,Wiley-Blackwell,English,1961.0,20,3
Journal for the study of judaism,http://www.brill.nl/journal-study-judaism,NETHERLANDS,Brill,Dutch,1970.0,20,3
Journal for the study of the new testament,http://jnt.sagepub.com/,UNITED KINGDOM,SAGE,English,1978.0,20,3
Journal for the study of the old testament,http://jot.sagepub.com/,UNITED KINGDOM,SAGE,English,1976.0,20,3
Journal for the study of the pseudepigrapha,http://jsp.sagepub.com,UNITED KINGDOM,SAGE,English,1987.0,20,2
Journal for the theory of social behaviour,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JTSB.html,UNITED KINGDOM,Wiley-Blackwell,English,1971.0,17,2
Journal fur die reine und angewandte mathematik,http://www.degruyter.de/journals/crelle/detailEn.cfm,GERMANY,De Gruyter,Multiple languages,1826.0,1,3
Journal of accounting and economics,http://www.elsevier.com/locate/jae,NETHERLANDS,Elsevier,English,1979.0,16,3
Journal of accounting and public policy,http://www.elsevier.com/wps/find/journaldescription.cws_home/505721/description,UNITED STATES,Elsevier,English,1982.0,16,2
Journal of accounting research,http://www.wiley.com/bw/journal.asp?ref=0021-8456,UNITED STATES,Wiley-Blackwell,English,1963.0,16,3
Journal of adolescent and adult literacy,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-2706,UNITED STATES,John Wiley & Sons,English,1995.0,21,2
Journal of advanced nursing,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JAN.html,UNITED KINGDOM,Wiley-Blackwell,English,1976.0,14,3
Journal of advertising,http://www.tandfonline.com/loi/ujoa20,UNITED STATES,Routledge,English,1972.0,16,2
Journal of aesthetic education,http://www.press.uillinois.edu/journals/jae.html,UNITED STATES,University of Illinois Press,English,1966.0,22,2
Journal of aesthetics and art criticism,http://www.wiley.com/bw/journal.asp?ref=0021-8529,UNITED STATES,Oxford University Press,English,1941.0,22,3
Journal of African archaeology,http://www.african-archaeology.de,GERMANY,Africa-Magna-Verl.,Multiple languages,2003.0,23,2
Journal of African cultural studies,http://www.tandfonline.com/toc/cjac20/current,UNITED KINGDOM,Routledge,English,1998.0,23,2
Journal of African history,http://journals.cambridge.org/action/displayJournal?jid=AFH,UNITED KINGDOM,Cambridge University Press,English,1960.0,23,3
Journal of African languages and linguistics,http://www.degruyter.com/journals/jall/detailEn.cfm,GERMANY,De Gruyter Mouton,English,1979.0,21,3
Journal of aging and health,http://jah.sagepub.com,UNITED STATES,SAGE,English,1989.0,14,2
Journal of agrarian change,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JOAC.html,UNITED KINGDOM,Wiley-Blackwell,English,2001.0,17,2
Journal of agricultural and food chemistry,http://pubs.acs.org/journal/jafcau,UNITED STATES,American Chemical Society,English,1953.0,15,3
Journal of algebra,http://www.elsevier.com/wps/find/journaldescription.cws_home/622850/description,UNITED STATES,Academic Press,English,1964.0,1,2
Journal of algebraic geometry,http://www.ams.org/publications/journals/journalsframework/jag,UNITED STATES,University Press,English,1992.0,1,2
Journal of algorithms-cognition informatics and logic,http://www.elsevier.com/locate/jalgor,UNITED STATES,Academic Press,English,1980.0,2,2
Journal of allergy and clinical immunology,http://www.elsevier.com/locate/jaci,UNITED STATES,Elsevier,English,1971.0,12,3
Journal of American ethnic history,http://www.press.uillinois.edu/journals/jaeh.html,UNITED STATES,University of Illinois Press,English,1981.0,23,2
Journal of American folklore,http://www.press.uillinois.edu/journals/jaf.html,UNITED STATES,"Published for the American Folklore Society by Houghton, Mifflin, and Co.",English,1888.0,23,3
Journal of American history,http://www.journalofamericanhistory.org,UNITED STATES,Oxford University Press,English,1964.0,23,3
Journal of American studies,http://journals.cambridge.org/action/displayJournal?jid=AMS,UNITED KINGDOM,Cambridge University Press,English,1967.0,23,2
Journal of anatomy,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JOA.html,UNITED KINGDOM,John Wiley & Sons,English,1916.0,11,2
Journal of ancient near eastern religions,http://www.brill.nl/journal-ancient-near-eastern-religions,NETHERLANDS,Brill,English,2001.0,20,2
Journal of animal breeding and genetics,http://www.blackwellpublishing.com/journals/JBG,GERMANY,Wiley-Blackwell,English,1986.0,15,2
Journal of animal ecology,http://www.journalofanimalecology.org/view/0/index.html,UNITED KINGDOM,Wiley-Blackwell,English,1932.0,6,3
Journal of animal science,http://jas.fass.org,UNITED STATES,American Society of Animal Science,English,1942.0,15,2
Journal of anthropological archaeology,http://www.elsevier.com/wps/find/journaldescription.cws_home/622852/description,UNITED STATES,Academic Press,English,1982.0,23,3
Journal of anthropological research,http://www.unm.edu/~jar,UNITED STATES,University of Chicago Press,English,1973.0,23,2
Journal of antimicrobial chemotherapy,http://jac.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1975.0,11,2
Journal of anxiety disorders,http://www.journals.elsevier.com/journal-of-anxiety-disorders/#description,UNITED STATES,Pergamon Press,English,1987.0,13,2
Journal of applied ecology,http://www.journalofappliedecology.org/view/0/index.html,UNITED KINGDOM,Wiley-Blackwell,English,1964.0,6,3
Journal of applied econometrics,http://www.wiley.com/WileyCDA/WileyTitle/productCd-JAE.html,UNITED KINGDOM,John Wiley & Sons,English,1986.0,16,2
Journal of applied philosophy,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JAPP.html,UNITED KINGDOM,John Wiley & Sons,English,1984.0,20,2
Journal of applied physiology,http://jap.physiology.org/,UNITED STATES,American Physiological Society,English,1977.0,14,2
Journal of applied psychology,http://www.apa.org/pubs/journals/apl/index.aspx,UNITED STATES,American Psychological Association,English,1917.0,18,3
Journal of arabic literature,http://www.brill.nl/journal-arabic-literature,NETHERLANDS,Brill,English,1970.0,22,2
Journal of archaeological method and theory,http://www.springer.com/social+sciences/anthropology+and+archaeology/journal/10816,NETHERLANDS,Springer Nature,English,1994.0,23,3
Journal of archaeological research,http://www.springer.com/social+sciences/archaeology+%26+anthropology/journal/10814,NETHERLANDS,Springer Nature,English,1993.0,23,3
Journal of archaeological science,http://www.journals.elsevier.com/journal-of-archaeological-science/,UNITED KINGDOM,Academic Press,English,1974.0,23,3
Journal of architectural and planning research,http://www.lockescience.com,UNITED STATES,Elsevier,English,1984.0,17,2
Journal of architectural conservation,http://www.tandfonline.com/toc/raco20/current,UNITED KINGDOM,Taylor & Francis,English,1995.0,22,2
Journal of architecture,http://www.tandfonline.com/loi/rjar20,UNITED KINGDOM,Routledge,English,1996.0,22,3
Journal of arthroplasty,http://www.arthroplastyjournal.org,UNITED STATES,Elsevier,English,1986.0,13,2
Journal of artificial intelligence research,http://www.jair.org,UNITED STATES,AI Access Foundation,English,1994.0,2,3
"Journal of arts management, law, and society",http://www.tandfonline.com/loi/vjam20,UNITED STATES,Taylor & Francis,English,1992.0,22,3
Hegel-studien,http://www.meiner.de/index.php?cPath=4_34&amp;content=recherche&amp;katseite=1,GERMANY,Bouvier,Multiple languages,1961.0,20,2
Annales Henri Poincaré : a journal of theoretical and mathematical physics,http://link.springer.com/journal/23,SWITZERLAND,Springer Nature,English,2000.0,1,2
Hepatology,http://www3.interscience.wiley.com/journal/106570044/home,UNITED STATES,Williams & Wilkins,English,1981.0,12,3
Heredity,http://www.nature.com/hdy/index.html,UNITED KINGDOM,Springer Nature,English,1947.0,6,2
Hermes: zeitschrift fur klassische philologie,http://www.steiner-verlag.de/Hermes,GERMANY,Steiner,Multiple languages,1866.0,22,3
Hesperia,http://www.ascsa.edu.gr/publications/hesperia.htm,UNITED STATES,Institute for Advanced Study,English,1932.0,23,2
Higher education,https://www.springer.com/journal/10734,NETHERLANDS,Springer Nature,English,1972.0,18,3
Higher education research and development,http://www.tandfonline.com/loi/cher20,UNITED KINGDOM,Taylor & Francis,English,1982.0,18,2
Hispanic review,http://hr.pennpress.org/strands/hr/home.htm;jsessionid=343FDB4585A560962E12C5CC28FC990E,UNITED STATES,Dept. of Romance Languages of the University of Pennsylvania,English,1933.0,22,3
Histoire sociale-social history,http://pi.library.yorku.ca/ojs/index.php/hssh/,CANADA,Editions de l'Université d'Ottawa,Multiple languages,1968.0,23,2
Histopathology,http://www.wiley.com/WileyCDA/WileyTitle/productCd-HIS.html,UNITED KINGDOM,Wiley-Blackwell,English,1977.0,11,2
Historia critica,http://historiacritica.uniandes.edu.co,COLOMBIA,Universidad de Los Andes,Multiple languages,1989.0,23,2
Historia mathematica,http://www.journals.elsevier.com/historia-mathematica/,UNITED STATES,Academic Press,English,1974.0,20,3
Historia mexicana,,MEXICO,El Colegio de México,Spanish,1951.0,23,2
Historia y politica,,SPAIN,Centro de Estudios Políticos y Constitucionales,Spanish,1999.0,23,2
Historiallinen aikakauskirja,http://www.historiallinenaikakauskirja.fi/,FINLAND,Suomen historiallinen seura,Finnish,1903.0,23,2
Historiallisia tutkimuksia,http://www.histseura.fi/tutkimuksia.html,FINLAND,Suomen historiallinen seura,Multiple languages,1918.0,23,2
Historia: santiago,http://www.hist.puc.cl/,CHILE,Instituto de Historia,Multiple languages,1961.0,23,2
Historia: zeitschrift fur alte geschichte,https://www.steiner-verlag.de/brand/Historia,GERMANY,Steiner,Multiple languages,1950.0,23,2
Historical archaeology,http://www.sha.org/publications/default.cfm,UNITED STATES,Springer Nature,English,1967.0,23,2
Historical journal,http://journals.cambridge.org/action/displayJournal?jid=HIS,UNITED KINGDOM,Cambridge University Press,English,1958.0,23,3
Historical journal of film radio and television,http://www.tandfonline.com/loi/chjf20,UNITED KINGDOM,Taylor & Francis,English,1981.0,22,2
Historical methods,http://www.tandfonline.com/loi/vhim20,UNITED STATES,Taylor & Francis,English,1978.0,23,3
Historical research,http://www.wiley.com/WileyCDA/WileyTitle/productCd-HISR.html,UNITED KINGDOM,Oxford University Press,English,1987.0,23,2
Historical studies in the natural sciences,http://ucpressjournals.com/journalBuy.asp?j=hsns,UNITED STATES,University of California Press,English,2008.0,20,2
Historiographia linguistica,http://benjamins.com/catalog/hl,NETHERLANDS,John Benjamins Publishing Company,Miscellaneous languages,1974.0,21,2
Historische sprachforschung,http://www.v-r.de/de/Historische-Sprachforschung/z/500012/,GERMANY,Vandenhoeck & Ruprecht,Multiple languages,1988.0,21,3
Historische zeitschrift,http://www.oldenbourg.de/verlag/historische-zeitschrift/,GERMANY,De Gruyter Oldenbourg,German,1859.0,23,3
Historisches jahrbuch,http://www.verlag-alber.de/jahrbuecher/uebersicht_html?k_onl_struktur=1375124,GERMANY,Alber,German,1880.0,23,2
Historisk tidskrift (denmark),w.tidsskrift.dk/index.php/historisktidsskrift,DENMARK,Den danske historiske Forening,Danish,1858.0,23,2
Historisk tidskrift (sweden),http://www.historisktidskrift.nu,SWEDEN,Svenska historiska föreningen,Swedish,1881.0,23,2
Historisk tidskrift för Finland,http://www.historisktidskrift.fi,FINLAND,Historiska föreningen i Finland,Swedish,1916.0,23,2
Historisk tidsskrift (norway),http://www.idunn.no/ts/ht,NORWAY,Universitetsforlaget,Multiple languages,1871.0,23,2
History,http://www.wiley.com/bw/journal.asp?ref=0018-2648&amp;site=1,UNITED KINGDOM,John Wiley & Sons,English,1912.0,23,3
History and anthropology,http://www.tandfonline.com/loi/ghan20,SWITZERLAND,Taylor & Francis,English,1984.0,23,3
International journal of humanities and arts computing,http://www.euppublishing.com/journal/ijhac,UNITED KINGDOM,Edinburgh University Press,English,2007.0,23,2
History and memory: studies in representation of the past,http://inscribe.iupress.org/loi/his,UNITED STATES,Athenäum,English,1989.0,23,3
History and philosophy of logic,http://www.tandfonline.com/loi/thpl20,UNITED KINGDOM,Taylor & Francis,English,1980.0,20,2
History and technology,http://www.tandfonline.com/loi/ghat20,UNITED KINGDOM,Taylor & Francis,English,1983.0,23,2
History and theory,http://www.wiley.com/bw/journal.asp?ref=0018-2656,UNITED STATES,John Wiley & Sons,English,1960.0,23,3
History in Africa,http://journals.cambridge.org/HIA,UNITED STATES,Cambridge University Press,English,1974.0,23,2
History of education,http://www.tandfonline.com/loi/thed20,UNITED KINGDOM,Taylor & Francis,English,1972.0,18,2
History of european ideas,http://www.tandfonline.com/loi/rhei20,UNITED KINGDOM,Taylor & Francis,Multiple languages,1980.0,20,2
History of philosophy quarterly,http://www.press.uillinois.edu/journals/hpq.html,UNITED STATES,University of Illinois Press,English,1984.0,20,2
History of photography,http://www.tandfonline.com/loi/thph20,UNITED KINGDOM,Taylor & Francis,English,1977.0,22,3
History of political thought,http://www.imprint.co.uk/hpt.html,UNITED KINGDOM,Imprint Academic,English,1980.0,23,2
History of religions,http://www.journals.uchicago.edu/toc/hr/current,UNITED STATES,University of Chicago Press,English,1961.0,20,3
History of science,http://www.shpltd.co.uk/hs.html,UNITED KINGDOM,SAGE,English,1962.0,20,2
History of the family,http://www.tandfonline.com/loi/rhof20,UNITED STATES,Taylor & Francis,English,1996.0,23,3
History of the human sciences,http://hhs.sagepub.com/,UNITED KINGDOM,SAGE,English,1988.0,20,2
History of warfare,http://www.brill.nl/publications/history-warfare,NETHERLANDS,Brill,English,1997.0,23,2
History workshop journal,http://hwj.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1995.0,23,3
Holocaust and genocide studies,http://hgs.oxfordjournals.org/,UNITED STATES,Oxford University Press,English,1986.0,23,2
Homme: revue francaise d'anthropologie,http://www.editions.ehess.fr/revues/lhomme/,FRANCE,Éd. de l'École des hautes études en sciences sociales,French,1961.0,23,2
Housing studies,http://www.tandfonline.com/toc/chos20/current,UNITED KINGDOM,Routledge,English,1986.0,17,2
Human brain mapping,https://onlinelibrary.wiley.com/journal/10970193,UNITED STATES,John Wiley & Sons,English,1993.0,13,2
Human communication research,http://www.wiley.com/bw/journal.asp?ref=0360-3989,UNITED STATES,Oxford University Press,English,1974.0,17,3
Human ecology: an interdisciplinary journal,http://www.springer.com/social+sciences/anthropology+and+archaeology/journal/10745,UNITED STATES,Springer Nature,English,1972.0,23,2
Human factors,http://hfs.sagepub.com,UNITED STATES,SAGE,English,1958.0,18,2
Human molecular genetics,http://hmg.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1992.0,11,2
Human mutation,http://www3.interscience.wiley.com/journal/38515/home,UNITED STATES,Hindawi,English,1992.0,11,2
Human organization,http://www.sfaa.net/ho/,UNITED STATES,Society for Applied Anthropology,English,1949.0,23,2
Human relations,http://hum.sagepub.com/,UNITED KINGDOM,SAGE,English,1947.0,16,3
Human reproduction,http://humrep.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1986.0,13,3
Human reproduction update,http://humupd.oxfordjournals.org,UNITED KINGDOM,Oxford University Press,English,1995.0,13,3
Human resource management,http://www3.interscience.wiley.com/journal/32249/home,UNITED STATES,John Wiley & Sons,English,1972.0,16,3
Human resource management journal,http://www.wiley.com/WileyCDA/WileyTitle/productCd-HRMJ.html,UNITED KINGDOM,John Wiley & Sons,English,1989.0,16,2
Human resource management review,http://www.journals.elsevier.com/human-resource-management-review/#description,UNITED STATES,Elsevier,English,1991.0,16,2
Human resources for health,http://www.human-resources-health.com/home/,UNITED KINGDOM,BioMed Central,English,2003.0,14,3
Human rights law review,http://hrlr.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1994.0,19,2
Human rights quarterly,http://www.press.jhu.edu/journals/human_rights_quarterly/,UNITED STATES,Johns Hopkins University Press,English,1981.0,19,2
Human studies,https://www.springer.com/journal/10746,NETHERLANDS,Springer Nature,English,1978.0,17,2
Human-computer interaction,http://www.tandfonline.com/loi/hhci20,UNITED STATES,Taylor & Francis,English,1985.0,2,3
Humanistica lovaniensia: journal of neo-latin studies,http://upers.kuleuven.be/en/series/humanistica-lovaniensia-journal-neo-latin-studies,BELGIUM,Seminarium Philologiae Humanisticae,Multiple languages,1928.0,22,2
Hume studies,http://www.humesociety.org/hs/browse.html,CANADA,Publisher not identified,English,1975.0,20,2
Husserl studies,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0167-9848,NETHERLANDS,Springer Nature,English,1984.0,20,3
Hydrobiologia,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0018-8158,NETHERLANDS,Springer Nature,Multiple languages,1948.0,6,2
Hydrology and earth system sciences,http://www.hydrology-and-earth-system-sciences.net,GERMANY,Copernicus Publications,English,1997.0,5,2
Hydrometallurgy,http://www.elsevier.com/locate/hydromet,NETHERLANDS,Elsevier,English,1975.0,10,2
Hypatia,http://www.wiley.com/bw/journal.asp?ref=0887-5367,UNITED STATES,Hypatia Inc.,English,1986.0,20,3
Hypertension,http://hyper.ahajournals.org/,UNITED STATES,Lippincott,English,1979.0,12,2
Iberica,http://www.aelfe.org/?s=presentacio,SPAIN,Asociación Europea de Lenguas para Fines Específicos,Multiple languages,1999.0,21,2
Iberoromania,http://www.degruyter.de/journals/ibero/detailEn.cfm,GERMANY,Niemeyer,Multiple languages,1969.0,21,2
Ibsen studies,http://www.tandfonline.com/loi/sibs20,NORWAY,Taylor & Francis,English,2000.0,22,2
Icon: international journal of constitutional law,http://icon.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,2003.0,19,3
Identities: global studies in culture and power,http://www.tandfonline.com/toc/gide20/current,SWITZERLAND,Taylor & Francis,English,1994.0,23,2
IEEE antennas and propagation magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=74,UNITED STATES,IEEE,English,1990.0,9,2
IEEE antennas and wireless propagation letters,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7727,UNITED STATES,IEEE,English,2002.0,9,2
IEEE circuits and systems magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7384,UNITED STATES,IEEE,English,2001.0,9,2
IEEE communications letters,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4234,UNITED STATES,IEEE,English,1997.0,9,2
IEEE communications magazine,http://dl.comsoc.org/ci1/,UNITED STATES,Communications Society of Institute of Electrical and Electronics Engineers,English,1979.0,9,2
IEEE communications surveys and tutorials,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9739,UNITED STATES,IEEE,English,1998.0,9,2
IEEE computer graphics and applications,http://www.computer.org/portal/web/cga/home,UNITED STATES,National Computer Graphics Association,English,1981.0,2,2
